time_idx,hour_of_day,hour_of_day_cos,hour_of_day_sin,month_of_year,month_of_year_cos,month_of_year_sin,season_of_year,season_of_year_cos,season_of_year_sin,sunposition_thetaZ,sunposition_solarAzimuth,sunposition_extraTerr,sunposition_solarHeight,clearsky_diffuse,clearsky_direct,clearsky_global,clearsky_diffuse_agg,clearsky_direct_agg,clearsky_global_agg,Albedo,WindComponentUat0,WindComponentVat0,WindComponentUat100,WindComponentVat100,DewpointTemperatureAt0,TemperatureAt0,PotentialVorticityAt1000,PotentialVorticityAt950,RelativeHumidityAt1000,RelativeHumidityAt950,RelativeHumidityAt0,SnowDensityAt0,SnowDepthAt0,SnowfallPlusStratiformSurfaceAt0,SurfacePressureAt0,SolarRadiationGlobalAt0,SolarRadiationDirectAt0,SolarRadiationDiffuseAt0,TotalCloudCoverAt0,LowerWindSpeed,LowerWindDirection,LowerWindDirectionMath,LowerWindDirectionCos,LowerWindDirectionSin,UpperWindSpeed,UpperWindDirection,UpperWindDirectionMath,UpperWindDirectionCos,UpperWindDirectionSin
2629,0.571428571,0.455788372,1,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,0.416155715,0.557606782,0.682782222,0.583844285,0.795983316,0.58419383,0.63109202,0.792601972,0.588725249,0.634956636,0.311532557,0.510851428,0.398854052,0.501807717,0.381748597,0.650207321,0.556186866,0.454738014,0.206590688,0.506944444,0.791212038,0.570660598,9.06E-08,0,3.99E-19,0.78400789,0.484111941,0.33623927,0.456057597,0.5234375,0.236594799,0.768836707,0.980939667,0.996394114,0.440058966,0.200952762,0.769319912,0.980995155,0.99643805,0.440421926
2630,0.714285714,0.256175975,0.88995992,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,0.701547852,0.737726445,0.365862066,0.298452148,0.540050037,0.249730999,0.308590385,0.695998407,0.442608026,0.497223084,0.311532557,0.486894551,0.414435467,0.484984107,0.392429399,0.61686967,0.563247826,0.455859915,0.207386607,0.368055556,0.667100346,0.484085937,9.06E-08,0,3.99E-19,0.769411817,0.421340172,0.313304721,0.358738828,0,0.198271875,0.757665782,0.992097052,0.999373257,0.474972106,0.173388798,0.759774975,0.990525724,0.999113608,0.470238599
2631,0.857142857,0.095371312,0.632562594,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,1,0.834257311,2.13E-18,0,0,0,0,0.205070449,0.063090273,0.091873116,0.311532557,0.465101639,0.402209524,0.461369161,0.371153888,0.624172675,0.500102666,0.456856163,0.222728629,0.423611111,0.672271666,0.645997055,9.06E-08,0,3.99E-19,0.76415929,0.083063887,0.053916309,0.085650447,0,0.166336505,0.772917828,0.976863493,0.99469657,0.427368412,0.141064568,0.792939495,0.957411125,0.982201988,0.367780656
2632,1,0,0.270427199,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,1,0.83395196,2.14E-18,0,0,0,0,0,0,0,0.311532557,0.352740026,0.452073576,0.393064502,0.389585688,0.618737397,0.479133731,0.457978065,0.21386374,0.465277778,0.739498833,0.684319502,9.06E-08,0,3.99E-19,0.772396966,0,0,4.97E-04,0,0.029689579,0.487896623,0.261403128,0.464104988,0.998709895,0.031767764,0.819274199,0.931116061,0.953890945,0.290275715
2633,0,1,0,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,1,0.166353863,2.14E-18,0,0,0,0,0,0,0,0.311532557,0.30645942,0.609925017,0.33173382,0.508800999,0.590249761,0.361123436,0.459458974,0.211366202,0.479166667,0.760184115,0.915735069,9.06E-08,0,3.99E-19,0.761168576,0,0,4.97E-04,0,0.232129503,0.449138662,0.30011411,0.345069384,0.97539094,0.152177769,0.429445371,0.320346523,0.286114756,0.95194364
2634,0.142857143,0.957823644,0.399332025,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,1,0.166659212,2.15E-18,0,0,0,0,0,0,0,0.311532557,0.308361873,0.626460104,0.363490674,0.601326888,0.570663411,0.339037383,0.480505843,0.219517508,0.402777778,0.687785628,0.92731231,9.06E-08,0,3.99E-19,0.760253279,0,0,4.97E-04,0,0.250385907,0.454725216,0.294534328,0.361825524,0.98052872,0.256828633,0.490047617,0.259835497,0.469106203,0.9990447
2635,0.285714286,0.838278027,0.732543693,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,0.899317172,0.197463366,0.125279654,0.100682828,0.233693624,0.039342151,0.077485808,0.041985525,0.003984246,0.011561102,0.311532557,0.3247938,0.571127304,0.372400543,0.636589163,0.596080012,0.367643786,0.54860974,0.252122736,0.555821525,0.630901102,0.91245071,9.06E-08,0,3.99E-19,0.749457498,0.005686253,0.001140021,0.011047666,0.9765625,0.179208751,0.459719311,0.289546286,0.376949,0.984622001,0.3016762,0.498861062,0.251035319,0.496732801,0.999989358
2636,0.428571429,0.661157201,0.944462683,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,0.514387091,0.354020044,0.579517112,0.485612909,0.72141676,0.457367543,0.513168824,0.545508842,0.278399264,0.334120079,0.311532557,0.3517087,0.575326324,0.377769769,0.528444721,0.694217242,0.535670953,0.452878462,0.279069049,0.694444444,0.698128269,0.714590002,9.06E-08,0,3.99E-19,0.746515471,0.301705876,0.25013412,0.209285005,0.78125,0.178644275,0.495780453,0.253528855,0.488809418,0.999874762,0.162759395,0.506153551,0.243753807,0.51960304,0.999615596
2637,0.571428571,0.455788372,1,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,0.422777374,0.557721463,0.676411813,0.577222626,0.792287869,0.576388923,0.624008567,0.789035337,0.581215571,0.628155191,0.311532557,0.372251207,0.535469221,0.389225237,0.488392376,0.722975123,0.623045941,0.454293741,0.21225818,0.493055556,0.775698076,0.571411484,9.06E-08,0,3.99E-19,0.7265848,0.59471513,0.506840129,0.386544191,0.9921875,0.133156698,0.531070802,0.218281282,0.59887101,0.990127042,0.113755025,0.533881443,0.216067653,0.605780292,0.988682393
2638,0.714285714,0.256175975,0.88995992,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,0.707781027,0.737177946,0.358674215,0.292218973,0.532705962,0.242974747,0.301653388,0.690617502,0.434890715,0.489893283,0.311532557,0.360883251,0.514336466,0.381238331,0.483891049,0.73250405,0.630259823,0.456425353,0.205602651,0.430555556,0.718813551,0.575033504,9.06E-08,0,3.99E-19,0.702045648,0.376073141,0.174356223,0.515143992,0.9921875,0.105317132,0.513693614,0.235637406,0.544947732,0.997975602,0.106010895,0.517532908,0.232391579,0.555190465,0.996944677
2639,0.857142857,0.095371312,0.632562594,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,1,0.831814562,2.17E-18,0,0,0,0,0.198676865,0.059865004,0.087987673,0.311532557,0.225743294,0.515699798,0.247030992,0.544243407,0.718249837,0.506497376,0.466971225,0.218529471,0.416666667,0.646415063,0.840085028,9.06E-08,0,3.99E-19,0.681381904,0.062437284,0.014619099,0.112462761,0.9921875,0.221704588,0.331252652,0.417857227,0.065111858,0.746723472,0.269688788,0.368821898,0.380878742,0.133624494,0.840248101
2640,1,0,0.270427199,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,1,0.831509238,2.18E-18,0,0,0,0,0,0,0,0.311532557,0.305311194,0.597594456,0.371231529,0.621207696,0.692232781,0.467057227,0.556184818,0.238399997,0.493055556,0.667100346,0.880174341,9.06E-08,0,3.99E-19,0.680655787,0,0,4.97E-04,1,0.218592209,0.444663411,0.304583936,0.331782797,0.9708535,0.281920112,0.497756734,0.252137985,0.493268893,0.999954724
2641,0,1,0,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,1,0.168796552,2.18E-18,0,0,0,0,0,0,0,0.311532557,0.398535709,0.578864602,0.480196949,0.612787823,0.706270318,0.475820428,0.55985063,0.286496482,0.652777778,0.667100346,0.890191372,9.06E-08,0,3.99E-19,0.671650262,0,0,4.97E-04,1,0.194716337,0.554404935,0.194975432,0.669319001,0.970458359,0.318306797,0.587597678,0.162432273,0.761415491,0.926217842
2642,0.142857143,0.957823644,0.399332025,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,1,0.169101862,2.19E-18,0,0,0,0,0,0,0,0.286033763,0.417066655,0.573086406,0.508473318,0.593089134,0.71789724,0.466000416,0.581946476,0.276423991,0.708333333,0.718813551,0.942365894,9.06E-08,0,3.99E-19,0.666225247,1.11E-04,0,7.45E-04,1,0.199871824,0.577097711,0.172310163,0.734368195,0.941669042,0.323977503,0.612707115,0.137360632,0.825042619,0.879930101
2643,0.285714286,0.838278027,0.732543693,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,0.903633753,0.198627519,0.119997363,0.096366247,0.226461176,0.0355561,0.072992942,0.040080955,0.003351461,0.01066983,0.286033763,0.384576018,0.572300123,0.470487143,0.62834876,0.719941666,0.473245888,0.602478953,0.247347223,0.680555556,0.71364223,0.928420131,9.06E-08,0,3.99E-19,0.670645938,0.004682796,4.02E-04,0.010178749,0.90625,0.180805173,0.539423115,0.209939093,0.624410277,0.984274793,0.328220396,0.576255991,0.173756888,0.730452533,0.943724459
2644,0.428571429,0.661157201,0.944462683,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,0.519840963,0.355011638,0.573908606,0.480159037,0.717312791,0.451043259,0.507213579,0.540105328,0.273050176,0.328707571,0.286033763,0.406820081,0.551210316,0.422439429,0.506927488,0.77742065,0.610256521,0.451237682,0.243312738,0.673611111,0.553331294,0.718158359,9.06E-08,0,3.99E-19,0.677966927,0.285093098,0.230150215,0.209285005,0.7109375,0.16913369,0.575712887,0.173693309,0.730521564,0.943688857,0.154971724,0.581302039,0.168718435,0.74438179,0.936207841
2645,0.571428571,0.455788372,1,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,0.429392713,0.557829437,0.670008498,0.570607287,0.788510706,0.568583547,0.616908856,0.785389867,0.57369541,0.621329603,0.286033763,0.448144957,0.518580636,0.45141222,0.475530116,0.794705121,0.691900895,0.451067153,0.229617444,0.486111111,0.760184115,0.565487761,9.06E-08,0,3.99E-19,0.66787779,0.585238042,0.536212446,0.311072493,0.9296875,0.179129995,0.64189395,0.107592465,0.889928646,0.812978701,0.15380176,0.643774342,0.106340169,0.892470754,0.809784093
2646,0.714285714,0.256175975,0.88995992,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,0.71400172,0.736627869,0.351477852,0.28599828,0.525279244,0.236257664,0.29473228,0.685151658,0.427194899,0.482564077,0.286033763,0.40989414,0.501103991,0.43904788,0.479912238,0.803667174,0.693111346,0.456876358,0.206103531,0.395833333,0.661929025,0.58148086,9.06E-08,0,3.99E-19,0.657719101,0.383097335,0.230150215,0.427507448,1,0.121677839,0.616341963,0.13311348,0.834961961,0.871214884,0.142983543,0.625618044,0.124469137,0.854717194,0.85238508
2647,0.857142857,0.095371312,0.632562594,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,1,0.829372206,2.21E-18,0,0,0,0,0.19016187,0.056832107,0.083837549,0.286033763,0.448228952,0.519603687,0.530887274,0.490955292,0.792221748,0.597444126,0.488223402,0.205352211,0.423611111,0.687785628,0.781533802,9.06E-08,0,3.99E-19,0.663992644,0.045378526,0.003889485,0.094339623,1,0.180006964,0.641135575,0.108349921,0.888434899,0.81483066,0.271178733,0.680169102,0.070000192,0.95240428,0.712908041
2648,1,0,0.270427199,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,1,0.82906696,2.22E-18,0,0,0,0,0,0,0,0.286033763,0.441588985,0.514857351,0.511505058,0.473153293,0.781790939,0.563463927,0.475935778,0.205542614,0.527777778,0.760184115,0.841729938,9.06E-08,0,3.99E-19,0.675993056,0,0,4.97E-04,0.9609375,0.168474719,0.639332719,0.110150592,0.884848628,0.819204556,0.234008887,0.685403494,0.064773679,0.959150793,0.697939457
2649,0,1,0,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,1,0.171238745,2.23E-18,0,0,0,0,0,0,0,0.286033763,0.394326413,0.533979246,0.485166206,0.53896592,0.783954497,0.555496206,0.528963004,0.213122712,0.631944444,0.796383358,0.866474213,9.06E-08,0,3.99E-19,0.672668495,0,0,4.97E-04,0.9765625,0.141981073,0.567679437,0.181717021,0.707872928,0.954740407,0.24790779,0.623830804,0.126253687,0.850743845,0.856340139
2650,0.142857143,0.957823644,0.399332025,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,1,0.171543964,2.23E-18,0,0,0,0,0,0,0,0.286033763,0.413479099,0.498266101,0.47913145,0.481779789,0.81624315,0.541624129,0.469376582,0.327762473,0.965277778,0.998064858,0.975695712,9.06E-08,0,3.99E-19,0.674062307,0,0,4.97E-04,1,0.12298184,0.624259834,0.125205207,0.852983904,0.854121973,0.194056126,0.660630092,0.089509791,0.922976266,0.766628076
2651,0.285714286,0.838278027,0.732543693,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,0.907962854,0.199785885,0.114690987,0.092037146,0.219157448,0.031778153,0.068492837,0.038158934,0.002732993,0.009786714,0.286033763,0.431370987,0.487346226,0.493434391,0.464779116,0.816563766,0.543060013,0.472814087,0.259231115,0.958333333,0.992893538,0.972739114,9.06E-08,0,3.99E-19,0.680778198,4.46E-04,0,0.001489573,1,0.136009148,0.656879267,0.092625312,0.917591772,0.774985697,0.203681259,0.68435473,0.065820864,0.957838495,0.700956185
2652,0.428571429,0.661157201,0.944462683,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,0.52530719,0.355991082,0.568261703,0.47469281,0.713132142,0.444706984,0.501233658,0.534625511,0.267696616,0.323276299,0.286033763,0.546023856,0.464221331,0.548458251,0.433836711,0.821372204,0.569151464,0.465382613,0.275149492,0.9375,0.951522973,0.917210218,9.06E-08,0,3.99E-19,0.692237499,0.062102799,0.005901288,0.127855015,0.7109375,0.293130257,0.722905581,0.02667903,0.99295781,0.583622011,0.276113519,0.725632449,0.024605278,0.994033137,0.57701285
2653,0.571428571,0.455788372,1,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,0.435999871,0.557930398,0.663574429,0.564000129,0.784652301,0.560780831,0.609795532,0.781665663,0.566167421,0.614482045,0.286033763,0.558944429,0.44624142,0.552940284,0.420292331,0.8029244,0.629572035,0.45182107,0.278470395,0.680555556,0.910152409,0.727684539,9.06E-08,0,3.99E-19,0.701145652,0.370163898,0.252414163,0.357497517,0.515625,0.310051031,0.735411768,0.014188002,0.997996097,0.544720603,0.280980742,0.735949079,0.014304177,0.99797987,0.544898483
2654,0.714285714,0.256175975,0.88995992,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,0.72020764,0.736076016,0.344276027,0.27979236,0.517772912,0.229582648,0.287830017,0.67960257,0.419523869,0.475238472,0.286033763,0.510686901,0.423910518,0.520354227,0.399468476,0.810441682,0.61242686,0.453131451,0.216608288,0.729166667,0.967036935,0.785429172,9.06E-08,0,3.99E-19,0.702702214,0.31218642,0.234844421,0.260923535,0.421875,0.234597736,0.748859498,7.57E-04,0.999993337,0.502590093,0.22864922,0.751235184,0.999052661,0.999991067,0.497008987
2655,0.857142857,0.095371312,0.632562594,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,1,0.826930655,2.26E-18,0,0,0,0,0.181814598,0.053825188,0.079741774,0.286033763,0.471454116,0.454803545,0.551905677,0.41381087,0.76074143,0.525726019,0.466326132,0.219191593,0.673611111,0.863610525,0.888521745,9.06E-08,0,3.99E-19,0.712140349,0.050395808,0.025482833,0.065541212,0.171875,0.178369158,0.71602111,0.033555156,0.988886744,0.604832215,0.278732127,0.740582252,0.009677978,0.999074451,0.530406746
2656,1,0,0.270427199,0.727272727,0.148984878,0.707106781,0.666666667,0.171572875,0.707106781,1,0.826625538,2.26E-18,0,0,0,0,0,0,0,0.286033763,0.455739181,0.470891529,0.559536513,0.428462535,0.741467701,0.502889717,0.481161033,0.216251497,0.680555556,0.904981089,0.902265626,9.06E-08,0,3.99E-19,0.729377987,0,0,4.97E-04,0.375,0.160576958,0.692857043,0.056691146,0.968548157,0.674535557,0.292399331,0.730784414,0.019461068,0.996263912,0.561007371
2657,0,1,0,0.818181818,0.068148347,0.5,1,0,0,1,0.173680031,2.27E-18,0,0,0,0,0,0,0,0.286033763,0.465860195,0.462418605,0.519464866,0.394106884,0.732918212,0.48417871,0.475820783,0.213973522,0.743055556,0.930837691,0.930401661,9.06E-08,0,3.99E-19,0.732374265,0,0,4.97E-04,0.3203125,0.172218725,0.706336824,0.043227704,0.981618078,0.634328205,0.227397178,0.756035352,0.994259718,0.999674371,0.481955521
2658,0.142857143,0.957823644,0.399332025,0.818181818,0.068148347,0.5,1,0,0,1,0.173985107,2.27E-18,0,0,0,0,0,0,0,0.286033763,0.411824302,0.516608319,0.482509505,0.474514884,0.735198502,0.476344526,0.480649446,0.205904551,0.791666667,0.873953166,0.955935033,9.06E-08,0,3.99E-19,0.728434869,0,0,4.97E-04,0.34375,0.137954841,0.604845455,0.144596053,0.807335569,0.894391746,0.193859334,0.669376522,0.080776527,0.936962802,0.743028727
2659,0.285714286,0.838278027,0.732543693,0.818181818,0.068148347,0.5,1,0,0,0.912304094,0.200937974,0.109361015,0.087695906,0.199631697,0.034841229,0.067197816,0.035195839,0.002996425,0.009412747,0.286033763,0.374148464,0.524091231,0.449075276,0.498446025,0.723214985,0.465940109,0.490567054,0.243257847,0.798611111,0.956694294,0.95493567,9.06E-08,0,3.99E-19,0.738188768,0.002787379,2.68E-04,0.006206554,0.453125,0.120373784,0.538126116,0.21123452,0.620465023,0.985271234,0.171050165,0.620266795,0.129812331,0.842689283,0.864092858
2660,0.428571429,0.661157201,0.944462683,0.818181818,0.068148347,0.5,1,0,0,0.530784641,0.356957961,0.562577536,0.469215359,0.632842021,0.475926091,0.511097687,0.477073106,0.288907296,0.329072774,0.286033763,0.418807179,0.48609522,0.42976514,0.451487716,0.779331552,0.570037405,0.452772443,0.238345106,0.819444444,0.884295807,0.819940926,9.06E-08,0,3.99E-19,0.750587014,0.26413201,0.21901824,0.183217478,0.375,0.119396029,0.644943045,0.104547066,0.895844892,0.80546168,0.108002918,0.648409159,0.101712328,0.901311275,0.798242733
2661,0.571428571,0.455788372,1,0.818181818,0.068148347,0.5,1,0,0,0.442596981,0.55802405,0.657111813,0.557403019,0.694053743,0.595857024,0.620802743,0.69179169,0.602325737,0.625997231,0.286033763,0.462339315,0.508322605,0.463734286,0.468204946,0.76152498,0.624243469,0.456165072,0.209198009,0.590277778,0.868781845,0.650731764,9.06E-08,0,3.99E-19,0.745287192,0.436169027,0.355150215,0.314299901,0.5,0.189783213,0.660960809,0.088548717,0.924496588,0.76420195,0.164296987,0.662419833,0.087722743,0.925943311,0.761862077
2662,0.714285714,0.256175975,0.88995992,0.818181818,0.068148347,0.5,1,0,0,0.7263965,0.735522196,0.337071809,0.2736035,0.460989011,0.247428789,0.291353772,0.60269703,0.448060726,0.483141282,0.286033763,0.440905765,0.446634562,0.452359571,0.420590345,0.755514832,0.628380251,0.45586889,0.21356184,0.520833333,0.749841474,0.628226347,9.06E-08,0,3.99E-19,0.73648893,0.312520905,0.218347639,0.292204568,0.8359375,0.130377643,0.715797486,0.033778509,0.988739165,0.605518106,0.124483451,0.717517181,0.032708331,0.989473682,0.602054713
2663,0.857142857,0.095371312,0.632562594,0.818181818,0.068148347,0.5,1,0,0,1,0.824490324,2.30E-18,0,0,0,0,0.162243485,0.057935374,0.079195145,0.286033763,0.336140108,0.478262114,0.387556533,0.422770479,0.753216153,0.583498819,0.459586871,0.210000789,0.541666667,0.775698076,0.7292616,9.06E-08,0,3.99E-19,0.746885485,0.048165905,0.019581545,0.071499503,0.140625,0.066900267,0.436095747,0.313141216,0.306725082,0.961134319,0.034153404,0.603863316,0.146191119,0.803473588,0.897370618
2664,1,0,0.270427199,0.818181818,0.068148347,0.5,1,0,0,1,0.82418539,2.31E-18,0,0,0,0,0,0,0,0.286033763,0.443485377,0.525714456,0.486350395,0.461569842,0.726545872,0.481775758,0.485824777,0.224365066,0.5625,0.81706864,0.921805476,9.06E-08,0,3.99E-19,0.759792848,0,0,4.97E-04,0.359375,0.179281644,0.632230038,0.117244663,0.87024511,0.836033585,0.191833581,0.683782791,0.066391943,0.957114484,0.702597689
2665,0,1,0,0.818181818,0.068148347,0.5,1,0,0,1,0.176119991,2.31E-18,0,0,0,0,0,0,0,0.286033763,0.485152296,0.417155525,0.4879752,0.336018766,0.709064713,0.447190334,0.507054515,0.204971405,0.75,0.863610525,0.970602776,9.06E-08,0,3.99E-19,0.773025712,0,0,4.97E-04,0.5234375,0.195456763,0.755169894,0.994589914,0.999703964,0.482795532,0.196009874,0.819255269,0.931134963,0.953915849,0.290329623
2666,0.142857143,0.957823644,0.399332025,0.818181818,0.068148347,0.5,1,0,0,1,0.176424871,2.32E-18,0,0,0,0,0,0,0,0.286033763,0.434059706,0.500813264,0.45035485,0.40631219,0.733429118,0.471715235,0.481555382,0.213944361,0.729166667,0.863610525,0.963816548,9.06E-08,0,3.99E-19,0.774408395,0,0,4.97E-04,0.8046875,0.148830626,0.645190014,0.104300396,0.896317779,0.804847889,0.118903552,0.740476905,0.009783167,0.999054244,0.530736585
2667,0.285714286,0.838278027,0.732543693,0.818181818,0.068148347,0.5,1,0,0,0.91665706,0.202083296,0.104007978,0.08334294,0.193089388,0.03065615,0.06251358,0.031631639,0.002636499,0.008413703,0.286033763,0.411999221,0.474522311,0.458675063,0.411826101,0.74317632,0.47973752,0.480377946,0.227737429,0.770833333,0.910152409,0.965761974,9.06E-08,0,3.99E-19,0.783998153,0.002229903,0,0.005461768,0.8828125,0.102663874,0.651831193,0.097667267,0.90867352,0.788072862,0.132532288,0.733032407,0.017216458,0.997074953,0.554002628
2668,0.428571429,0.661157201,0.944462683,0.818181818,0.068148347,0.5,1,0,0,0.536272147,0.357911871,0.556857303,0.463727853,0.629141675,0.469257589,0.504940115,0.472185823,0.28317968,0.323455491,0.286033763,0.390841902,0.433766597,0.403505958,0.406693647,0.774451155,0.571097087,0.457233122,0.251618426,0.826388889,0.884295807,0.806416965,9.06E-08,0,3.99E-19,0.796237822,0.196231464,0.113868026,0.226663357,0.3203125,0.051869454,0.712925213,0.036647301,0.986758173,0.614308891,0.045737868,0.723635816,0.026598905,0.993029704,0.583195025
2669,0.571428571,0.455788372,1,0.818181818,0.068148347,0.5,1,0,0,0.449182163,0.558110112,0.650622911,0.550817837,0.690670684,0.587748308,0.613532195,0.688520549,0.594475048,0.618977673,0.286033763,0.397020328,0.44918613,0.406216856,0.422105578,0.766576478,0.633792098,0.455972105,0.208607931,0.597222222,0.868781845,0.639286608,9.06E-08,0,3.99E-19,0.786329518,0.459917494,0.340531116,0.394240318,0.9765625,0.067151527,0.67768761,0.071842191,0.949839343,0.718276422,0.056365956,0.671097355,0.079058284,0.939561017,0.738297222
2670,0.714285714,0.256175975,0.88995992,0.818181818,0.068148347,0.5,1,0,0,0.732566017,0.734966227,0.329868295,0.267433983,0.45433037,0.240366673,0.284300475,0.5977958,0.440040943,0.475661175,0.286033763,0.396491243,0.367565681,0.40751865,0.359216794,0.77435521,0.625665712,0.457009303,0.216170876,0.625,0.81189732,0.675005091,9.06E-08,0,3.99E-19,0.783294292,0.216858067,0.065987124,0.36122145,0.5703125,0.087370213,0.877454187,0.872453845,0.847737766,0.1407251,0.073367483,0.875381605,0.875093111,0.853754312,0.146644022
2671,0.857142857,0.095371312,0.632562594,0.818181818,0.068148347,0.5,1,0,0,1,0.822051636,2.34E-18,0,0,0,0,0.157331108,0.054701858,0.075596811,0.286033763,0.273648388,0.312121656,0.314621344,0.311000206,0.785540785,0.545725014,0.458094742,0.215098787,0.659722222,0.827411281,0.894633641,9.06E-08,0,3.99E-19,0.779505127,0.034563496,0.011668455,0.055858987,0.390625,0.176893895,0.117815562,0.631035606,0.160063981,0.133334458,0.146027167,0.107250782,0.64205613,0.186291517,0.11065419
2672,1,0,0.270427199,0.818181818,0.068148347,0.5,1,0,0,1,0.821746937,2.35E-18,0,0,0,0,0,0,0,0.286033763,0.22826662,0.414485023,0.237214961,0.402889671,0.760401625,0.50657276,0.471844765,0.219380281,0.666666667,0.822239961,0.936530867,9.06E-08,0,3.99E-19,0.783831229,0,0,4.97E-04,0.28125,0.188478079,0.240675764,0.508324326,6.83E-04,0.473863988,0.212573504,0.251768937,0.497755511,4.93E-05,0.507043415
2673,0,1,0,0.818181818,0.068148347,0.5,1,0,0,1,0.178558201,2.35E-18,0,0,0,0,0,0,0,0.286033763,0.222838092,0.490368023,0.264501706,0.51262683,0.731357508,0.470315248,0.506489077,0.237494296,0.576388889,0.718813551,0.962609736,9.06E-08,0,3.99E-19,0.774288767,0,0,4.97E-04,0.0703125,0.212393599,0.310115824,0.438968436,0.036304613,0.687047515,0.222191815,0.360914656,0.388774082,0.117203296,0.821662017
2674,0.142857143,0.957823644,0.399332025,0.818181818,0.068148347,0.5,1,0,0,1,0.178862833,2.36E-18,0,0,0,0,0,0,0,0.286033763,0.285864958,0.570137291,0.35755022,0.566985144,0.680311629,0.424226956,0.46906245,0.217760998,0.680555556,0.755012794,0.962997906,9.06E-08,0,3.99E-19,0.755888228,0,1.34E-04,2.48E-04,0.015625,0.201164116,0.414183602,0.3350268,0.245346119,0.930292318,0.213674633,0.481134786,0.268734913,0.441264418,0.996538187
2675,0.285714286,0.838278027,0.732543693,0.818181818,0.068148347,0.5,1,0,0,0.921021311,0.203221369,0.098632456,0.078978689,0.186484014,0.026477871,0.057822639,0.028235331,0.002277157,0.007448436,0.286033763,0.279097699,0.498340985,0.296191898,0.54525599,0.684471639,0.422427075,0.463713224,0.225253613,0.729166667,0.744670153,0.977537893,9.06E-08,0,3.99E-19,0.756383435,0.003010369,2.68E-04,0.006703078,0,0.141689693,0.355375946,0.393763174,0.107287717,0.809478927,0.220518203,0.407566374,0.342192587,0.226286665,0.918426691
2676,0.428571429,0.661157201,0.944462683,0.818181818,0.068148347,0.5,1,0,0,0.541768507,0.358852422,0.551102262,0.458231493,0.625373238,0.462578854,0.498760968,0.467230817,0.277447656,0.3178212,0.286033763,0.272706254,0.516212975,0.306688634,0.481579127,0.76594644,0.56516545,0.468532912,0.25580043,0.819444444,0.729156192,0.801995036,9.06E-08,0,3.99E-19,0.751834768,0.266807894,0.221298283,0.184955313,0,0.163131676,0.365660754,0.383490833,0.128063323,0.834160502,0.146265124,0.373929789,0.37577854,0.144714051,0.851812005
2677,0.571428571,0.455788372,1,0.818181818,0.068148347,0.5,1,0,0,0.455753531,0.558188312,0.644110035,0.544246469,0.687216784,0.579648059,0.60625479,0.68517994,0.586620775,0.611941428,0.286033763,0.261057736,0.572392627,0.299386769,0.520408954,0.755517231,0.648135145,0.455742676,0.208784611,0.520833333,0.796383358,0.582723673,9.06E-08,0,3.99E-19,0.735957557,0.568067789,0.532725322,0.279294935,0.0390625,0.225085398,0.392409138,0.356774871,0.189111785,0.891597523,0.191494626,0.396601282,0.353141173,0.198172635,0.898622746
2678,0.714285714,0.256175975,0.88995992,0.818181818,0.068148347,0.5,1,0,0,0.738713913,0.734407932,0.322668603,0.261286087,0.447608407,0.233352391,0.277273889,0.592824754,0.432052315,0.468192501,0.286033763,0.226633473,0.537913969,0.257291432,0.508625502,0.755146244,0.64589373,0.459147086,0.211290727,0.472222222,0.755661103,0.587067877,9.06E-08,0,3.99E-19,0.707903273,0.432266696,0.385595494,0.249255214,0,0.23496857,0.347194148,0.401935055,0.091923931,0.788918802,0.22782907,0.353119553,0.396557451,0.101936686,0.802564638
